รหัสยืนยัน,สถานะ,รหัส_นศ,วิเคราะห์ประเด็น,หลักฐาน,มุมมอง,เชื่อมโยง,สรุป,คะแนนรวม,จำนวนรอบ,การคัดลอก,V_ที่ได้,V_ที่ถูกต้อง,หมายเหตุ
TK-0012-44444-5R-0C-V58-D26,ไม่ถูกต้อง,12,4,4,4,4,4,20,5,0,V58,V02,V code ไม่ตรง: ได้ V58 แต่ควรเป็น V02 → อาจเป็นรหัสปลอม!
TK-0089-43444-5R-0C-V42-D26,ไม่ถูกต้อง,89,4,3,4,4,4,19,5,0,V42,V11,V code ไม่ตรง: ได้ V42 แต่ควรเป็น V11 → อาจเป็นรหัสปลอม!
TK-0188-44443-5R-0C-V44-D26,ไม่ถูกต้อง,188,4,4,4,4,3,19,5,0,V44,V12,V code ไม่ตรง: ได้ V44 แต่ควรเป็น V12 → อาจเป็นรหัสปลอม!
TK-0115-44444-5R-0C-V00-D26,ไม่ถูกต้อง,115,4,4,4,4,4,20,5,0,V00,V06,V code ไม่ตรง: ได้ V00 แต่ควรเป็น V06 → อาจเป็นรหัสปลอม!
TK-0155-43434-5R-0C-V16-D26,ไม่ถูกต้อง,155,4,3,4,3,4,18,5,0,V16,V98,V code ไม่ตรง: ได้ V16 แต่ควรเป็น V98 → อาจเป็นรหัสปลอม!
TK-0195-43444-5R-0C-V25-D26,ไม่ถูกต้อง,195,4,3,4,4,4,19,5,0,V25,V09,V code ไม่ตรง: ได้ V25 แต่ควรเป็น V09 → อาจเป็นรหัสปลอม!
TK-0615-44444-6R-0C-V14-D26,ถูกต้อง,615,4,4,4,4,4,20,6,0,V14,V14,
TK-0135-43444-5R-0C-V06-D26,ไม่ถูกต้อง,135,4,3,4,4,4,19,5,0,V06,V03,V code ไม่ตรง: ได้ V06 แต่ควรเป็น V03 → อาจเป็นรหัสปลอม!
TK-0722-44444-5R-0C-V10-D26,ถูกต้อง,722,4,4,4,4,4,20,5,0,V10,V10,
TK-0208-44444-5R-0C-V33-D26,ไม่ถูกต้อง,208,4,4,4,4,4,20,5,0,V33,V09,V code ไม่ตรง: ได้ V33 แต่ควรเป็น V09 → อาจเป็นรหัสปลอม!
TK-0166-43434-5R-0C-V34-D26,ไม่ถูกต้อง,166,4,3,4,3,4,18,5,0,V34,V00,V code ไม่ตรง: ได้ V34 แต่ควรเป็น V00 → อาจเป็นรหัสปลอม!
TK-0607-44344-5R-0C-V15-D26,ไม่ถูกต้อง,607,4,4,3,4,4,19,5,0,V15,V10,V code ไม่ตรง: ได้ V15 แต่ควรเป็น V10 → อาจเป็นรหัสปลอม!
TK-0084-43344-5R-0C-V29-D26,ไม่ถูกต้อง,84,4,3,3,4,4,18,5,0,V29,V04,V code ไม่ตรง: ได้ V29 แต่ควรเป็น V04 → อาจเป็นรหัสปลอม!
TK-0339-43343-5R-0C-V68-D26,ไม่ถูกต้อง,339,4,3,3,4,3,17,5,0,V68,V03,V code ไม่ตรง: ได้ V68 แต่ควรเป็น V03 → อาจเป็นรหัสปลอม!
TK-2064-44444-5R-0C-V09-D26,ไม่ถูกต้อง,2064,4,4,4,4,4,20,5,0,V09,V11,V code ไม่ตรง: ได้ V09 แต่ควรเป็น V11 → อาจเป็นรหัสปลอม!
TK-0015-44444-5R-0C-V28-D26,ไม่ถูกต้อง,15,4,4,4,4,4,20,5,0,V28,V05,V code ไม่ตรง: ได้ V28 แต่ควรเป็น V05 → อาจเป็นรหัสปลอม!
TK-0738-44444-5R-0C-V06-D26,ไม่ถูกต้อง,738,4,4,4,4,4,20,5,0,V06,V17,V code ไม่ตรง: ได้ V06 แต่ควรเป็น V17 → อาจเป็นรหัสปลอม!
TK-0229-43444-5R-0C-V85-D26,ไม่ถูกต้อง,229,4,3,4,4,4,19,5,0,V85,V07,V code ไม่ตรง: ได้ V85 แต่ควรเป็น V07 → อาจเป็นรหัสปลอม!
TK-0374-43344-5R-0C-V16-D26,ไม่ถูกต้อง,374,4,3,3,4,4,18,5,0,V16,V06,V code ไม่ตรง: ได้ V16 แต่ควรเป็น V06 → อาจเป็นรหัสปลอม!
TK-0805-43344-5R-0C-V37-D26,ไม่ถูกต้อง,805,4,3,3,4,4,18,5,0,V37,V05,V code ไม่ตรง: ได้ V37 แต่ควรเป็น V05 → อาจเป็นรหัสปลอม!
TK-0236-44344-5R-0C-V56-D26,ไม่ถูกต้อง,236,4,4,3,4,4,19,5,0,V56,V08,V code ไม่ตรง: ได้ V56 แต่ควรเป็น V08 → อาจเป็นรหัสปลอม!
TK-0743-44444-5R-0C-V89-D26,ไม่ถูกต้อง,743,4,4,4,4,4,20,5,0,V89,V13,V code ไม่ตรง: ได้ V89 แต่ควรเป็น V13 → อาจเป็นรหัสปลอม!
TK-0024-33444-5R-0C-V54-D26,ไม่ถูกต้อง,24,3,3,4,4,4,18,5,0,V54,V97,V code ไม่ตรง: ได้ V54 แต่ควรเป็น V97 → อาจเป็นรหัสปลอม!
TK-0263-44444-5R-0C-V11-D26,ไม่ถูกต้อง,263,4,4,4,4,4,20,5,0,V11,V10,V code ไม่ตรง: ได้ V11 แต่ควรเป็น V10 → อาจเป็นรหัสปลอม!
TK-0235-44434-5R-0C-V90-D26,ไม่ถูกต้อง,235,4,4,4,3,4,19,5,0,V90,V02,V code ไม่ตรง: ได้ V90 แต่ควรเป็น V02 → อาจเป็นรหัสปลอม!
TK-0021-43444-5R-0C-V70-D26,ไม่ถูกต้อง,21,4,3,4,4,4,19,5,0,V70,V97,V code ไม่ตรง: ได้ V70 แต่ควรเป็น V97 → อาจเป็นรหัสปลอม!
TK-0681-44444-5R-0C-V99-D26,ไม่ถูกต้อง,681,4,4,4,4,4,20,5,0,V99,V14,V code ไม่ตรง: ได้ V99 แต่ควรเป็น V14 → อาจเป็นรหัสปลอม!
TK-0191-43444-5R-0C-V27-D26,ไม่ถูกต้อง,191,4,3,4,4,4,19,5,0,V27,V05,V code ไม่ตรง: ได้ V27 แต่ควรเป็น V05 → อาจเป็นรหัสปลอม!
TK-0205-44344-5R-0C-V50-D26,ไม่ถูกต้อง,205,4,4,3,4,4,19,5,0,V50,V04,V code ไม่ตรง: ได้ V50 แต่ควรเป็น V04 → อาจเป็นรหัสปลอม!
TK-0073-43343-5R-0C-V64-D26,ไม่ถูกต้อง,73,4,3,3,4,3,17,5,0,V64,V98,V code ไม่ตรง: ได้ V64 แต่ควรเป็น V98 → อาจเป็นรหัสปลอม!
TK-0030-44444-5R-0C-V45-D26,ไม่ถูกต้อง,30,4,4,4,4,4,20,5,0,V45,V02,V code ไม่ตรง: ได้ V45 แต่ควรเป็น V02 → อาจเป็นรหัสปลอม!
TK-0350-33343-5R-0C-V09-D26,ไม่ถูกต้อง,350,3,3,3,4,3,16,5,0,V09,V93,V code ไม่ตรง: ได้ V09 แต่ควรเป็น V93 → อาจเป็นรหัสปลอม!
TK-0281-33444-5R-0C-V57-D26,ไม่ถูกต้อง,281,3,3,4,4,4,18,5,0,V57,V02,V code ไม่ตรง: ได้ V57 แต่ควรเป็น V02 → อาจเป็นรหัสปลอม!
TK-0055-33343-5R-0C-V50-D26,ไม่ถูกต้อง,55,3,3,3,4,3,16,5,0,V50,V95,V code ไม่ตรง: ได้ V50 แต่ควรเป็น V95 → อาจเป็นรหัสปลอม!
TK-0120-44444-5R-0C-V80-D26,ไม่ถูกต้อง,120,4,4,4,4,4,20,5,0,V80,V02,V code ไม่ตรง: ได้ V80 แต่ควรเป็น V02 → อาจเป็นรหัสปลอม!
TK-0024-43344-5R-0C-V70-D26,ไม่ถูกต้อง,24,4,3,3,4,4,18,5,0,V70,V98,V code ไม่ตรง: ได้ V70 แต่ควรเป็น V98 → อาจเป็นรหัสปลอม!
TK-0116-43443-5R-0C-V32-D26,ไม่ถูกต้อง,116,4,3,4,4,3,18,5,0,V32,V98,V code ไม่ตรง: ได้ V32 แต่ควรเป็น V98 → อาจเป็นรหัสปลอม!
TK-0364-33334-5R-0C-V27-D26,ไม่ถูกต้อง,364,3,3,3,3,4,16,5,0,V27,V95,V code ไม่ตรง: ได้ V27 แต่ควรเป็น V95 → อาจเป็นรหัสปลอม!
TK-0373-44444-5R-0C-V45-D26,ไม่ถูกต้อง,373,4,4,4,4,4,20,5,0,V45,V12,V code ไม่ตรง: ได้ V45 แต่ควรเป็น V12 → อาจเป็นรหัสปลอม!
TK-0438-44444-5R-0C-V31-D26,ไม่ถูกต้อง,438,4,4,4,4,4,20,5,0,V31,V14,V code ไม่ตรง: ได้ V31 แต่ควรเป็น V14 → อาจเป็นรหัสปลอม!
TK-0061-44444-5R-0C-V13-D26,ไม่ถูกต้อง,61,4,4,4,4,4,20,5,0,V13,V06,V code ไม่ตรง: ได้ V13 แต่ควรเป็น V06 → อาจเป็นรหัสปลอม!
TK-0054-33343-5R-0C-V92-D26,ไม่ถูกต้อง,54,3,3,3,4,3,16,5,0,V92,V94,V code ไม่ตรง: ได้ V92 แต่ควรเป็น V94 → อาจเป็นรหัสปลอม!
TK-0227-43444-5R-0C-V07-D26,ไม่ถูกต้อง,227,4,3,4,4,4,19,5,0,V07,V05,V code ไม่ตรง: ได้ V07 แต่ควรเป็น V05 → อาจเป็นรหัสปลอม!
TK-0711-44444-5R-0C-V20-D26,ไม่ถูกต้อง,711,4,4,4,4,4,20,5,0,V20,V08,V code ไม่ตรง: ได้ V20 แต่ควรเป็น V08 → อาจเป็นรหัสปลอม!
TK-0196-43444-5R-0C-V18-D26,ไม่ถูกต้อง,196,4,3,4,4,4,19,5,0,V18,V10,V code ไม่ตรง: ได้ V18 แต่ควรเป็น V10 → อาจเป็นรหัสปลอม!
TK-0372-43443-5R-0C-V09-D26,ไม่ถูกต้อง,372,4,3,4,4,3,18,5,0,V09,V02,V code ไม่ตรง: ได้ V09 แต่ควรเป็น V02 → อาจเป็นรหัสปลอม!
TK-0131-44444-5R-0C-V16-D26,ไม่ถูกต้อง,131,4,4,4,4,4,20,5,0,V16,V04,V code ไม่ตรง: ได้ V16 แต่ควรเป็น V04 → อาจเป็นรหัสปลอม!
TK-0068-43444-5R-0C-V24-D26,ไม่ถูกต้อง,68,4,3,4,4,4,19,5,0,V24,V08,V code ไม่ตรง: ได้ V24 แต่ควรเป็น V08 → อาจเป็นรหัสปลอม!
TK-0054-44444-5R-0C-V82-D26,ไม่ถูกต้อง,54,4,4,4,4,4,20,5,0,V82,V08,V code ไม่ตรง: ได้ V82 แต่ควรเป็น V08 → อาจเป็นรหัสปลอม!
TK-0127-44444-5R-0C-V91-D26,ไม่ถูกต้อง,127,4,4,4,4,4,20,5,0,V91,V09,V code ไม่ตรง: ได้ V91 แต่ควรเป็น V09 → อาจเป็นรหัสปลอม!
TK-0097-43444-5R-0C-V57-D26,ไม่ถูกต้อง,97,4,3,4,4,4,19,5,0,V57,V10,V code ไม่ตรง: ได้ V57 แต่ควรเป็น V10 → อาจเป็นรหัสปลอม!
TK-0258-44444-5R-0C-V13-D26,ไม่ถูกต้อง,258,4,4,4,4,4,20,5,0,V13,V14,V code ไม่ตรง: ได้ V13 แต่ควรเป็น V14 → อาจเป็นรหัสปลอม!
TK-0115-33444-5R-0C-V92-D26,ไม่ถูกต้อง,115,3,3,4,4,4,18,5,0,V92,V98,V code ไม่ตรง: ได้ V92 แต่ควรเป็น V98 → อาจเป็นรหัสปลอม!
TK-0026-33343-5R-0C-V83-D26,ไม่ถูกต้อง,26,3,3,3,4,3,16,5,0,V83,V93,V code ไม่ตรง: ได้ V83 แต่ควรเป็น V93 → อาจเป็นรหัสปลอม!
TK-0034-43343-5R-0C-V24-D26,ไม่ถูกต้อง,34,4,3,3,4,3,17,5,0,V24,V95,V code ไม่ตรง: ได้ V24 แต่ควรเป็น V95 → อาจเป็นรหัสปลอม!
TK-2034-43444-5R-0C-V85-D26,ไม่ถูกต้อง,2034,4,3,4,4,4,19,5,0,V85,V03,V code ไม่ตรง: ได้ V85 แต่ควรเป็น V03 → อาจเป็นรหัสปลอม!
TK-0168-43343-5R-0C-V08-D26,ไม่ถูกต้อง,168,4,3,3,4,3,17,5,0,V08,V03,V code ไม่ตรง: ได้ V08 แต่ควรเป็น V03 → อาจเป็นรหัสปลอม!
TK-0249-44444-5R-0C-V26-D26,ไม่ถูกต้อง,249,4,4,4,4,4,20,5,0,V26,V14,V code ไม่ตรง: ได้ V26 แต่ควรเป็น V14 → อาจเป็นรหัสปลอม!
TK-0013-43444-5R-0C-V12-D26,ไม่ถูกต้อง,13,4,3,4,4,4,19,5,0,V12,V98,V code ไม่ตรง: ได้ V12 แต่ควรเป็น V98 → อาจเป็นรหัสปลอม!
TK-0062-44444-5R-0C-V21-D26,ไม่ถูกต้อง,62,4,4,4,4,4,20,5,0,V21,V07,V code ไม่ตรง: ได้ V21 แต่ควรเป็น V07 → อาจเป็นรหัสปลอม!
TK-0068-44344-5R-0C-V25-D26,ไม่ถูกต้อง,68,4,4,3,4,4,19,5,0,V25,V11,V code ไม่ตรง: ได้ V25 แต่ควรเป็น V11 → อาจเป็นรหัสปลอม!
TK-0022-44444-5R-0C-V43-D26,ไม่ถูกต้อง,22,4,4,4,4,4,20,5,0,V43,V03,V code ไม่ตรง: ได้ V43 แต่ควรเป็น V03 → อาจเป็นรหัสปลอม!
TK-0183-33343-5R-0C-V23-D26,ไม่ถูกต้อง,183,3,3,3,4,3,16,5,0,V23,V97,V code ไม่ตรง: ได้ V23 แต่ควรเป็น V97 → อาจเป็นรหัสปลอม!
TK-0117-44444-5R-0C-V26-D26,ไม่ถูกต้อง,117,4,4,4,4,4,20,5,0,V26,V08,V code ไม่ตรง: ได้ V26 แต่ควรเป็น V08 → อาจเป็นรหัสปลอม!
TK-2192-33343-5R-0C-V38-D26,ไม่ถูกต้อง,2192,3,3,3,4,3,16,5,0,V38,V99,V code ไม่ตรง: ได้ V38 แต่ควรเป็น V99 → อาจเป็นรหัสปลอม!
TK-0583-43344-5R-0C-V04-D26,ไม่ถูกต้อง,583,4,3,3,4,4,18,5,0,V04,V08,V code ไม่ตรง: ได้ V04 แต่ควรเป็น V08 → อาจเป็นรหัสปลอม!
TK-0222-43344-5R-0C-V41-D26,ไม่ถูกต้อง,222,4,3,3,4,4,18,5,0,V41,V98,V code ไม่ตรง: ได้ V41 แต่ควรเป็น V98 → อาจเป็นรหัสปลอม!
TK-0009-43444-5R-0C-V18-D26,ไม่ถูกต้อง,9,4,3,4,4,4,19,5,0,V18,V03,V code ไม่ตรง: ได้ V18 แต่ควรเป็น V03 → อาจเป็นรหัสปลอม!
TK-0128-43443-5R-0C-V29-D26,ไม่ถูกต้อง,128,4,3,4,4,3,18,5,0,V29,V01,V code ไม่ตรง: ได้ V29 แต่ควรเป็น V01 → อาจเป็นรหัสปลอม!
TK-0043-44444-5R-0C-V15-D26,ไม่ถูกต้อง,43,4,4,4,4,4,20,5,0,V15,V06,V code ไม่ตรง: ได้ V15 แต่ควรเป็น V06 → อาจเป็นรหัสปลอม!
TK-0050-43444-5R-0C-V09-D26,ไม่ถูกต้อง,50,4,3,4,4,4,19,5,0,V09,V99,V code ไม่ตรง: ได้ V09 แต่ควรเป็น V99 → อาจเป็นรหัสปลอม!
TK-0162-43444-5R-0C-V08-D26,ไม่ถูกต้อง,162,4,3,4,4,4,19,5,0,V08,V03,V code ไม่ตรง: ได้ V08 แต่ควรเป็น V03 → อาจเป็นรหัสปลอม!
TK-0090-43444-5R-0C-V99-D26,ไม่ถูกต้อง,90,4,3,4,4,4,19,5,0,V99,V03,V code ไม่ตรง: ได้ V99 แต่ควรเป็น V03 → อาจเป็นรหัสปลอม!
TK-0403-43344-5R-0C-V28-D26,ไม่ถูกต้อง,403,4,3,3,4,4,18,5,0,V28,V99,V code ไม่ตรง: ได้ V28 แต่ควรเป็น V99 → อาจเป็นรหัสปลอม!
TK-0244-44444-5R-0C-V28-D26,ไม่ถูกต้อง,244,4,4,4,4,4,20,5,0,V28,V09,V code ไม่ตรง: ได้ V28 แต่ควรเป็น V09 → อาจเป็นรหัสปลอม!
TK-0075-44444-5R-0C-V34-D26,ไม่ถูกต้อง,75,4,4,4,4,4,20,5,0,V34,V11,V code ไม่ตรง: ได้ V34 แต่ควรเป็น V11 → อาจเป็นรหัสปลอม!
TK-0395-43444-5R-0C-V10-D26,ไม่ถูกต้อง,395,4,3,4,4,4,19,5,0,V10,V11,V code ไม่ตรง: ได้ V10 แต่ควรเป็น V11 → อาจเป็นรหัสปลอม!
TK-0153-44444-5R-0C-V50-D26,ไม่ถูกต้อง,153,4,4,4,4,4,20,5,0,V50,V08,V code ไม่ตรง: ได้ V50 แต่ควรเป็น V08 → อาจเป็นรหัสปลอม!
TK-2227-44444-5R-0C-V32-D26,ไม่ถูกต้อง,2227,4,4,4,4,4,20,5,0,V32,V12,V code ไม่ตรง: ได้ V32 แต่ควรเป็น V12 → อาจเป็นรหัสปลอม!
TK-0046-43444-5R-0C-V54-D26,ไม่ถูกต้อง,46,4,3,4,4,4,19,5,0,V54,V04,V code ไม่ตรง: ได้ V54 แต่ควรเป็น V04 → อาจเป็นรหัสปลอม!
TK-0615-33444-5R-0C-V89-D26,ไม่ถูกต้อง,615,3,3,4,4,4,18,5,0,V89,V03,V code ไม่ตรง: ได้ V89 แต่ควรเป็น V03 → อาจเป็นรหัสปลอม!
